@relation Notes
@attribute 'HWRatio' numeric
@attribute 'BRatio' numeric
@attribute 'VV33' numeric
@attribute 'VV66' numeric
@attribute 'HV20' numeric
@attribute 'HV40' numeric
@attribute 'HV60' numeric
@attribute 'HV80' numeric
@attribute 'Type' { 'semibreve whole-note', 'minim half-note', 'crotchet quarter-note', 'quarter eighth-note'}
@data
3.1250000000000000,0.33125000000000000,1,1,1,1,1,1,'crotchet quarter-note'
2.9411764705882355,0.34941176470588237,1,1,1,1,1,1,'crotchet quarter-note'
3.1875000000000000,0.35416666666666670,1,1,1,1,1,1,'crotchet quarter-note'
3.1875000000000000,0.36397058823529410,1,1,1,1,1,1,'crotchet quarter-note'
3.0625000000000000,0.33418367346938777,1,1,1,1,1,1,'crotchet quarter-note'
2.9411764705882355,0.35411764705882354,1,1,1,1,1,1,'crotchet quarter-note'
3.0625000000000000,0.37882653061224490,1,1,1,1,1,1,'crotchet quarter-note'
3.1250000000000000,0.38000000000000000,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.34375000000000000,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.34375000000000000,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.30729166666666670,1,1,1,1,1,1,'crotchet quarter-note'
3.2857142857142856,0.33229813664596275,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.32291666666666670,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.32592592592592595,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.37037037037037035,1,1,1,1,1,1,'crotchet quarter-note'
3.1333333333333333,0.32198581560283690,1,1,1,1,1,1,'crotchet quarter-note'
2.7647058823529410,0.31289111389236546,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.33043478260869563,1,1,1,1,1,1,'crotchet quarter-note'
3.1333333333333333,0.33049645390070920,1,1,1,1,1,1,'crotchet quarter-note'
3.1333333333333333,0.34468085106382980,1,1,1,1,1,1,'crotchet quarter-note'
2.9375000000000000,0.36436170212765956,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.32148148148148150,1,1,1,1,1,1,'crotchet quarter-note'
2.8000000000000000,0.32222222222222224,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.32312925170068030,1,1,1,1,1,1,'crotchet quarter-note'
3.1538461538461537,0.33771106941838647,1,1,1,1,1,1,'crotchet quarter-note'
2.8571428571428570,0.23750000000000000,2,2,1,1,1,2,'minim half-note'
3.0000000000000000,0.23809523809523808,2,2,1,1,1,1,'minim half-note'
2.8571428571428570,0.23035714285714284,2,2,1,1,1,1,'minim half-note'
3.6666666666666665,0.26325757575757575,2,2,1,1,1,2,'minim half-note'
3.1052631578947367,0.20428189116859946,2,1,2,1,1,1,'minim half-note'
3.1052631578947367,0.24531668153434433,2,1,2,1,1,1,'minim half-note'
3.0000000000000000,0.27343750000000000,2,1,1,1,1,2,'minim half-note'
2.8235294117647060,0.25367647058823530,2,2,1,1,1,1,'minim half-note'
3.0000000000000000,0.26432291666666670,2,2,1,1,1,1,'minim half-note'
3.0000000000000000,0.28385416666666670,2,2,1,1,1,1,'minim half-note'
2.9375000000000000,0.24202127659574468,2,2,1,1,1,2,'minim half-note'
2.8888888888888890,0.23931623931623933,2,2,1,1,1,2,'minim half-note'
2.9444444444444446,0.24528301886792453,2,2,1,1,1,2,'minim half-note'
2.6470588235294117,0.25228758169934640,2,2,1,1,1,2,'minim half-note'
2.8823529417647060,0.22929171668667467,2,2,1,1,1,1,'minim half-note'
2.8823529411764706,0.23769507803121248,2,2,1,1,1,1,'minim half-note'
3.0625000000000000,0.23214285714285715,2,2,1,1,1,1,'minim half-note'
3.0625000000000000,0.23724489795918370,2,2,1,1,1,1,'minim half-note'
2.8823529411764706,0.24489795918367346,2,2,1,1,1,1,'minim half-note'
3.0625000000000000,0.26403061224489793,2,2,1,1,1,1,'minim half-note'
2.9411764705882355,0.23764705882352940,2,2,1,1,1,2,'minim half-note'
3.0000000000000000,0.25144175317185696,2,2,1,1,1,2,'minim half-note'
3.0000000000000000,0.24567474048442905,2,2,1,1,1,2,'minim half-note'
3.1875000000000000,0.25857843137254904,2,2,1,1,1,2,'minim half-note'
2.9411764705882355,0.22352941176470590,2,2,1,1,1,2,'minim half-note'
0.6470588235294118,0.59893048128342240,2,2,2,2,2,2,'semibreve whole-note'
0.6315789473684210,0.60087719298245610,2,2,2,2,2,2,'semibreve whole-note'
0.6315789473684210,0.60964912280701760,2,2,2,2,2,2,'semibreve whole-note'
0.7058823529411765,0.61274509803921570,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.54421768707483000,2,2,1,2,2,2,'semibreve whole-note'
0.5454545454545454,0.56060606060606060,2,2,2,2,2,2,'semibreve whole-note'
0.6500000000000000,0.55000000000000000,2,2,1,2,2,2,'semibreve whole-note'
0.6500000000000000,0.57692307692307690,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.60204081632653060,2,2,2,2,2,2,'semibreve whole-note'
0.6500000000000000,0.57692307692307690,2,2,1,2,2,2,'semibreve whole-note'
0.7000000000000000,0.55357142857142860,2,2,2,2,2,2,'semibreve whole-note'
0.7000000000000000,0.62500000000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6842105263157895,0.61133603238866400,2,2,2,2,2,2,'semibreve whole-note'
0.5833333333333334,0.55654761904761910,2,2,2,2,2,2,'semibreve whole-note'
0.6000000000000000,0.57600000000000000,2,2,2,2,2,1,'semibreve whole-note'
0.6666666666666666,0.60937500000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6250000000000000,0.59166666666666670,2,2,2,2,2,2,'semibreve whole-note'
0.6400000000000000,0.58500000000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6521739130434783,0.58550724637681160,2,2,2,2,2,2,'semibreve whole-note'
0.6400000000000000,0.57750000000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.59183673469387750,2,2,2,2,2,2,'semibreve whole-note'
0.6190476190476191,0.58241758241758250,2,2,2,2,2,2,'semibreve whole-note'
0.5945945945945946,0.48771498771498770,2,2,2,2,2,2,'semibreve whole-note'
0.6333333333333333,0.49298245614035086,2,2,2,2,2,2,'semibreve whole-note'
0.6785714285714286,0.47368421052631576,2,2,2,2,2,2,'semibreve whole-note'
3.0000000000000000,0.42079889807162535,2,2,1,2,2,1,'quarter eighth-note'
1.6904761904761905,0.23809523809523808,1,1,1,2,2,1,'quarter eighth-note'
1.8055555555555556,0.22564102564102564,1,1,1,2,2,1,'quarter eighth-note'
2.8750000000000000,0.40096618357487923,2,2,1,2,2,1,'quarter eighth-note'
3.1304347826086960,0.46256038647342995,2,2,1,2,2,1,'quarter eighth-note'
2.7037037037037037,0.45560629122272955,2,2,1,2,2,1,'quarter eighth-note'
2.8888888888888890,0.43114909781576450,2,2,1,2,2,1,'quarter eighth-note'
2.8571428571428570,0.40396825396825400,2,2,1,2,2,1,'quarter eighth-note'
1.7027027027027026,0.23208923208923210,1,1,1,2,2,1,'quarter eighth-note'
1.6857142857142857,0.23583535108958840,1,1,1,2,2,1,'quarter eighth-note'
3.0000000000000000,0.41828254847645430,2,2,1,2,2,1,'quarter eighth-note'
1.7272727272727273,0.23285486443381181,1,1,1,2,2,1,'quarter eighth-note'
2.9523809523809526,0.41858678955453150,2,2,1,2,2,1,'quarter eighth-note'
3.1052631578947367,0.42462087421944694,2,2,1,2,2,1,'quarter eighth-note'
3.1052631578947367,0.42729705619982160,2,2,1,2,2,1,'quarter eighth-note'
1.6944444444444444,0.23178506375227687,1,1,1,2,2,1,'quarter eighth-note'
3.0800000000000000,0.40103896103896103,2,2,1,2,2,1,'quarter eighth-note'
3.2083333333333335,0.40476190476190477,2,2,1,2,2,1,'quarter eighth-note'
2.9375000000000000,0.44680851063829785,2,2,1,2,2,1,'quarter eighth-note'
3.2000000000000000,0.49027777777777776,2,2,1,2,2,1,'quarter eighth-note'
3.1333333333333333,0.48085106382978720,2,2,1,2,2,1,'quarter eighth-note'
3.3571428571428570,0.50455927051671730,2,2,1,2,2,1,'quarter eighth-note'
3.2142857142857144,0.48888888888888890,2,3,1,2,2,1,'quarter eighth-note'
3.2142857142857144,0.48253968253968255,2,2,1,2,2,1,'quarter eighth-note'
3.2142857142857144,0.49365079365079370,2,2,1,2,2,1,'quarter eighth-note'
