@relation Notes
@attribute 'HWRatio' numeric
@attribute 'BRatio' numeric
@attribute 'VV33' numeric
@attribute 'VV66' numeric
@attribute 'HV20' numeric
@attribute 'HV40' numeric
@attribute 'HV60' numeric
@attribute 'HV80' numeric
@attribute 'Type' { 'semibreve whole-note', 'minim half-note', 'crotchet quarter-note', 'quarter eighth-note'}
@data
3.1428571428571430,0.33603896103896100,1,1,1,1,1,1,'crotchet quarter-note'
3.1538461538461537,0.32833020637898686,1,1,1,1,1,1,'crotchet quarter-note'
2.8666666666666667,0.31627906976744186,1,1,1,1,1,1,'crotchet quarter-note'
3.1538461538461537,0.36022514071294560,1,1,1,1,1,1,'crotchet quarter-note'
3.2307692307692310,0.36630036630036630,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.31449275362318840,1,1,1,1,1,1,'crotchet quarter-note'
2.8750000000000000,0.30570652173913043,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.35072463768115940,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.32753623188405795,1,1,1,1,1,1,'crotchet quarter-note'
3.4615384615384617,0.34700854700854700,1,1,1,1,1,1,'crotchet quarter-note'
3.2142857142857144,0.32857142857142857,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.36296296296296300,1,1,1,1,1,1,'crotchet quarter-note'
3.2142857142857144,0.33015873015873015,1,1,1,1,1,1,'crotchet quarter-note'
3.4615384615384617,0.35726495726495730,1,1,1,1,1,1,'crotchet quarter-note'
3.2142857142857144,0.34603174603174600,1,1,1,1,1,1,'crotchet quarter-note'
3.2857142857142856,0.33695652173913043,1,1,1,1,1,1,'crotchet quarter-note'
3.2857142857142856,0.34006211180124224,1,1,1,1,1,1,'crotchet quarter-note'
2.9333333333333330,0.32272727272727275,1,1,1,1,1,1,'crotchet quarter-note'
3.1052631578947367,0.29438001784121320,1,1,1,1,1,1,'crotchet quarter-note'
3.0526315789473686,0.31851179673321234,1,1,1,1,1,1,'crotchet quarter-note'
3.1052631578947367,0.32292595896520965,1,1,1,1,1,1,'crotchet quarter-note'
3.1250000000000000,0.35250000000000000,1,1,1,1,1,1,'crotchet quarter-note'
3.1250000000000000,0.31750000000000000,1,1,1,1,1,1,'crotchet quarter-note'
3.0625000000000000,0.33418367346938777,1,1,1,1,1,1,'crotchet quarter-note'
3.1250000000000000,0.30750000000000000,1,1,1,1,1,1,'crotchet quarter-note'
2.9375000000000000,0.25000000000000000,2,2,1,1,1,1,'minim half-note'
2.9375000000000000,0.26861702127659576,2,2,1,1,1,2,'minim half-note'
3.0384615384615383,0.19084712755598832,2,2,2,1,1,1,'minim half-note'
2.7857142857142856,0.19047619047619047,2,2,1,1,1,2,'minim half-note'
3.1250000000000000,0.22388888888888890,2,2,1,1,1,2,'minim half-note'
3.0000000000000000,0.25813333333333330,2,2,1,1,1,2,'minim half-note'
3.1481481481481484,0.23572984749455340,2,2,2,1,1,1,'minim half-note'
2.8620689655172415,0.22268383880348983,2,2,1,1,1,2,'minim half-note'
2.9428571428571430,0.25658807212205270,2,2,1,1,1,1,'minim half-note'
3.1515151515151514,0.25611888111888110,2,2,1,1,1,1,'minim half-note'
3.0357142857142856,0.25210084033613445,2,2,2,1,1,1,'minim half-note'
3.4400000000000000,0.26139534883720933,2,2,2,1,1,1,'minim half-note'
2.8965517241379310,0.24876847290640394,2,2,1,1,1,2,'minim half-note'
2.9200000000000000,0.25150684931506850,2,2,1,1,1,2,'minim half-note'
3.0416666666666665,0.28253424657534250,2,2,1,1,1,2,'minim half-note'
2.9200000000000000,0.23397260273972603,2,2,1,1,1,2,'minim half-note'
3.0416666666666665,0.24543378995433790,2,2,1,1,1,2,'minim half-note'
3.0416666666666665,0.23458904109589040,2,2,1,1,1,2,'minim half-note'
2.9600000000000000,0.22270270270270270,2,2,1,1,1,2,'minim half-note'
3.0833333333333335,0.22184684684684686,2,2,1,1,1,2,'minim half-note'
2.9230769230769230,0.23329959514170040,2,2,1,1,1,2,'minim half-note'
2.9615384615384617,0.22927072927072928,2,2,1,1,1,2,'minim half-note'
2.9615384615384617,0.23576423576423577,2,2,1,1,1,2,'minim half-note'
2.8695652173913040,0.21343873517786560,2,2,1,1,1,2,'minim half-note'
2.9130434782608696,0.21998702141466580,2,2,1,1,1,2,'minim half-note'
0.6363636363636364,0.49783549783549785,2,2,2,2,2,2,'semibreve whole-note'
0.7407407407407407,0.56851851851851850,2,2,2,2,2,2,'semibreve whole-note'
0.6206896551724138,0.49808429118773945,2,2,2,2,2,2,'semibreve whole-note'
0.7096774193548387,0.54398826979472140,2,2,2,2,2,1,'semibreve whole-note'
0.7000000000000000,0.55714285714285720,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.58539944903581260,2,2,2,2,2,2,'semibreve whole-note'
0.6571428571428571,0.59254658385093170,2,2,2,2,2,2,'semibreve whole-note'
0.6486486486486487,0.57770270270270270,2,2,2,2,2,2,'semibreve whole-note'
0.7307692307692307,0.53036437246963560,2,2,2,2,2,2,'semibreve whole-note'
0.7037037037037037,0.53411306042884990,2,2,2,2,2,2,'semibreve whole-note'
0.7142857142857143,0.47678571428571430,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.47166666666666670,2,2,2,2,2,2,'semibreve whole-note'
0.6451612903225806,0.49193548387096775,2,2,2,2,2,2,'semibreve whole-note'
0.7037037037037037,0.61598440545808960,2,2,2,2,2,2,'semibreve whole-note'
0.6666666666666666,0.63168724279835390,2,2,2,2,2,2,'semibreve whole-note'
0.7037037037037037,0.57115009746588700,2,2,2,2,2,2,'semibreve whole-note'
0.6129032258064516,0.52631578947368420,2,2,2,2,2,2,'semibreve whole-note'
0.6250000000000000,0.54843750000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6250000000000000,0.51875000000000000,2,2,2,2,2,2,'semibreve whole-note'
0.6785714285714286,0.56578947368421050,2,2,2,2,2,2,'semibreve whole-note'
0.6428571428571429,0.57341269841269840,2,2,2,2,2,2,'semibreve whole-note'
0.6206896551724138,0.57854406130268200,2,2,2,2,2,2,'semibreve whole-note'
0.6923076923076923,0.55769230769230770,2,2,2,2,2,2,'semibreve whole-note'
0.7307692307692307,0.62955465587044530,2,2,2,2,2,2,'semibreve whole-note'
0.6785714285714286,0.61466165413533840,2,2,2,2,2,2,'semibreve whole-note'
3.2857142857142856,0.46894409937888200,2,2,1,2,2,1,'quarter eighth-note'
3.2857142857142856,0.49068322981366460,2,2,1,2,2,1,'quarter eighth-note'
3.0666666666666670,0.48405797101449277,2,2,1,2,2,1,'quarter eighth-note'
2.9333333333333330,0.46818181818181820,2,3,1,2,2,1,'quarter eighth-note'
3.0000000000000000,0.47703703703703704,2,3,1,2,2,1,'quarter eighth-note'
3.2307692307692310,0.52197802197802200,2,2,1,2,2,1,'quarter eighth-note'
3.0000000000000000,0.52380952380952380,2,2,1,2,2,1,'quarter eighth-note'
3.0769230769230770,0.48653846153846153,2,3,1,2,2,1,'quarter eighth-note'
3.3333333333333335,0.51875000000000000,2,3,1,2,2,1,'quarter eighth-note'
3.2307692307692310,0.51098901098901100,2,2,1,2,2,1,'quarter eighth-note'
3.0000000000000000,0.52721088435374150,2,2,1,2,2,1,'quarter eighth-note'
3.5000000000000000,0.53373015873015870,2,3,1,2,2,1,'quarter eighth-note'
3.5000000000000000,0.53571428571428570,2,3,1,2,2,1,'quarter eighth-note'
3.3333333333333335,0.51250000000000000,2,3,1,2,2,1,'quarter eighth-note'
3.1538461538461537,0.47654784240150094,2,3,1,2,2,1,'quarter eighth-note'
3.5000000000000000,0.51388888888888880,2,3,1,2,2,1,'quarter eighth-note'
3.1538461538461537,0.50281425891181990,2,2,1,2,2,1,'quarter eighth-note'
3.0769230769230770,0.53076923076923080,2,2,1,2,2,1,'quarter eighth-note'
3.0769230769230770,0.57115384615384610,2,2,1,2,2,1,'quarter eighth-note'
3.2500000000000000,0.54273504273504270,2,3,1,2,2,1,'quarter eighth-note'
3.2500000000000000,0.53418803418803420,2,3,1,2,2,2,'quarter eighth-note'
3.3333333333333335,0.53125000000000000,2,3,1,2,2,1,'quarter eighth-note'
3.0769230769230770,0.53653846153846150,2,2,1,2,2,1,'quarter eighth-note'
3.3333333333333335,0.52291666666666670,2,2,1,2,2,1,'quarter eighth-note'
3.3333333333333335,0.53125000000000000,2,3,1,2,2,1,'quarter eighth-note'
