@relation Notes
@attribute 'HWRatio' numeric
@attribute 'BRatio' numeric
@attribute 'VV33' numeric
@attribute 'VV66' numeric
@attribute 'HV20' numeric
@attribute 'HV40' numeric
@attribute 'HV60' numeric
@attribute 'HV80' numeric
@attribute 'Type' { 'semibreve whole-note', 'minim half-note', 'crotchet quarter-note', 'quarter eighth-note'}
@data
3.0666666666666670,0.32753623188405795,1,1,1,1,1,1,'crotchet quarter-note'
3.1333333333333333,0.33333333333333330,1,1,1,1,1,1,'crotchet quarter-note'
3.3571428571428570,0.35410334346504560,1,1,1,1,1,1,'crotchet quarter-note'
2.9375000000000000,0.32712765957446810,1,1,1,1,1,1,'crotchet quarter-note'
3.2857142857142856,0.33229813664596275,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.31884057971014490,1,1,1,1,1,1,'crotchet quarter-note'
3.3571428571428570,0.34954407294832830,1,1,1,1,1,1,'crotchet quarter-note'
3.3571428571428570,0.36778115501519760,1,1,1,1,1,1,'crotchet quarter-note'
3.3571428571428570,0.35258358662613980,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.34635416666666670,1,1,1,1,1,1,'crotchet quarter-note'
3.2000000000000000,0.33472222222222220,1,1,1,1,1,1,'crotchet quarter-note'
3.0666666666666670,0.31884057971014490,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.34832756632064593,1,1,1,1,1,1,'crotchet quarter-note'
2.9444444444444446,0.32914046121593293,1,1,1,1,1,1,'crotchet quarter-note'
3.1176470588235294,0.35516093229744730,1,1,1,1,1,1,'crotchet quarter-note'
3.0588235294117645,0.33710407239819007,1,1,1,1,1,1,'crotchet quarter-note'
3.0588235294117645,0.35972850678733030,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.31687242798353910,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.30334486735870820,1,1,1,1,1,1,'crotchet quarter-note'
3.0000000000000000,0.32987312572087657,1,1,1,1,1,1,'crotchet quarter-note'
2.8888888888888890,0.31196581196581197,1,1,1,1,1,1,'crotchet quarter-note'
2.7894736842105260,0.29394240317775570,1,1,1,1,1,1,'crotchet quarter-note'
